winner,starter,total_turns,win_direction,ab_pruning,t_tables,depth,turn_times,average_turn_time,turn_nodes,average_turn_nodes
Greedy,Greedy,9,vertical,True,True,1,"[0.008, 0.008, 0.012, 0.013]",0.01,"[37, 37, 55, 55]",46.0

Greedy,Greedy,13,lru,True,True,2,"[0.064, 0.149, 0.217, 0.189, 0.1995, 0.152]",0.16,"[379, 827, 1212, 1063, 1122, 926]",921.5

Negamax,Greedy,10,vertical,True,True,3,"[1.0041, 1.5637, 1.582, 2.3593, 2.1651]",1.73,"[5680, 8867, 9064, 13741, 12899]",10050.2

Negamax,Greedy,8,vertical,True,True,4,"[5.439, 8.167, 14.1514, 13.1978]",10.24,"[29803, 44665, 79123, 76473]",57516.0

Negamax,Greedy,8,vertical,True,True,1,"[0.008, 0.008, 0.012, 0.011]",0.01,"[37, 37, 55, 55]",46.0

Greedy,Greedy,13,lru,True,True,2,"[0.111, 0.135, 0.161, 0.1469, 0.1745, 0.162]",0.15,"[626, 753, 905, 837, 983, 971]",845.83

Negamax,Negamax,9,lru,True,True,3,"[0.4555, 0.9213, 1.6658, 2.5643, 1.7384]",1.47,"[2570, 5283, 9303, 14816, 10551]",8504.6

Negamax,Greedy,10,vertical,True,True,4,"[5.2577, 3.645, 7.43, 10.138, 2.9085]",5.88,"[28871, 19468, 40734, 56939, 17708]",32744.0

Negamax,Greedy,4,vertical,True,True,1,"[0.009, 0.012]",0.01,"[37, 55]",46.0

